VERSION	2020-38079
DATE	2021-11-09, 12:32:29 (+0800)
-7.50000 -2.50000 1.50000 -15.2804
-7.50000 -2.50000 1.50000 -15.2804
-7.50000 -2.50000 1.50000 -15.2805
-7.50000 -2.50000 1.50000 -15.2805
-7.50000 -2.50000 1.50000 -15.2805
-7.50000 -2.50000 1.50000 -15.2805
-7.50000 -2.50000 1.50000 -15.2806
-7.50000 -2.50000 1.50000 -15.2806
-7.50000 -2.50000 1.50000 -15.2807
-7.50000 -2.50000 1.50000 -15.2807
-7.50000 -2.50000 1.50000 -15.2807
-7.50000 -2.50000 1.50000 -15.2807
-7.50000 -2.50000 1.50000 -15.2808
-7.50000 -2.50000 1.50000 -15.2808
-7.50000 -2.50000 1.50000 -15.2808
-7.50000 -2.50000 1.50000 -15.2809
-7.50000 -2.50000 1.50000 -15.2809
-7.50000 -2.50000 1.50000 -15.2809
-7.50000 -2.50000 1.50000 -15.2809
-7.50000 -2.50000 1.50000 -15.2810
-7.50000 -2.50000 1.50000 -15.2810
-7.50000 -2.50000 1.50000 -15.2810
-7.50000 -2.50000 1.50000 -15.2811
-7.50000 -2.50000 1.50000 -15.2811
-7.50000 -2.50000 1.50000 -15.2811
-7.50000 -2.50000 1.50000 -15.2812
-7.50000 -2.50000 1.50000 -15.2812
-7.50000 -2.50000 1.50000 -15.2812
-7.50000 -2.50000 1.50000 -15.2813
-7.50000 -2.50000 1.50000 -15.2813
-7.50000 -2.50000 1.50000 -15.2813
-7.50000 -2.50000 1.50000 -15.2813
-7.50000 -2.50000 1.50000 -15.2814
-7.50000 -2.50000 1.50000 -15.2814
-7.50000 -2.50000 1.50000 -15.2814
-7.50000 -2.50000 1.50000 -15.2815
-7.50000 -2.50000 1.50000 -15.2815
-7.50000 -2.50000 1.50000 -16.0707
-7.50000 -2.50000 1.50000 -16.0707
-7.50000 -2.50000 1.50000 -16.0707
-7.50000 -2.50000 1.50000 -16.0708
-7.50000 -2.50000 1.50000 -16.0708
-7.50000 -2.50000 1.50000 -16.0708
-7.50000 -2.50000 1.50000 -16.0709
-7.50000 -2.50000 1.50000 -16.0709
-7.50000 -2.50000 1.50000 -16.0709
-7.50000 -2.50000 1.50000 -16.0710
-7.50000 -2.50000 1.50000 -16.0710
-7.50000 -2.50000 1.50000 -16.0710
-7.50000 -2.50000 1.50000 -16.0711
-7.50000 -2.50000 1.50000 -16.0711
-7.50000 -2.50000 1.50000 -16.0711
-7.50000 -2.50000 1.50000 -16.0712
-7.50000 -2.50000 1.50000 -16.0712
-7.50000 -2.50000 1.50000 -16.0712
-7.50000 -2.50000 1.50000 -16.0712
-7.50000 -2.50000 1.50000 -16.0713
-7.50000 -2.50000 1.50000 -16.0713
-7.50000 -2.50000 1.50000 -16.0713
-7.50000 -2.50000 1.50000 -16.0714
-7.50000 -2.50000 1.50000 -16.0714
-7.50000 -2.50000 1.50000 -16.0714
-7.50000 -2.50000 1.50000 -16.0715
-7.50000 -2.50000 1.50000 -16.0715
END_DATA
